"unigram","bigram","trigram","quadgram","freq"
"on","her","way","to",3
"on","more","than","one",3
"on","my","own","i",3
"on","my","way","to",3
"on","one","of","those",3
"on","one","side","of",3
"on","over","to","the",3
"on","some","of","the",3
"on","the","basis","of",3
"on","the","big","screen",3
"on","the","bottom","of",3
"on","the","eve","of",3
"on","the","fact","that",3
"on","the","flip","side",3
"on","the","floor","of",3
"on","the","history","of",3
"on","the","internet","but",3
"on","the","last","day",3
"on","the","north","side",3
"on","the","phone","and",3
"on","the","right","track",3
"on","the","roof","of",3
"on","the","same","day",3
"on","the","south","side",3
"on","the","table","for",3
"on","the","verge","of",3
"on","the","way","back",3
"on","the","website","and",3
"on","the","west","side",3
"on","workers","making","between",3
"one","in","my","family",3
"one","of","my","all",3
"one","of","my","friends",3
"one","of","my","last",3
"one","of","my","most",3
"one","of","my","new",3
"one","of","the","countrys",3
"one","of","the","lucky",3
"one","of","the","major",3
"one","of","the","primary",3
"one","of","the","two",3
"one","of","the","women",3
"one","of","the","worst",3
"one","of","them","to",3
"one","of","those","rare",3
"only","a","matter","of",3
"only","one","of","the",3
"or","any","of","the",3
"or","at","the","very",3
"or","should","i","say",3
"or","some","kind","of",3
"or","something","like","that",3
"order","to","make","the",3
"other","than","the","fact",3
"out","a","little","bit",3
"out","of","bed","and",3
"out","of","it","and",3
"out","of","my","head",3
"out","of","my","mind",3
"out","of","the","area",3
"out","of","the","box",3
"out","of","the","equation",3
"out","of","the","front",3
"out","of","the","ordinary",3
"out","some","of","my",3
"out","to","be","more",3
"over","and","above","the",3
"over","and","over","and",3
"over","the","united","states",3
"over","the","weekend","i",3
"owl","and","the","pussycat",3
"part","of","my","life",3
"part","of","the","day",3
"part","of","the","one",3
"part","of","the","plan",3
"part","of","the","problem",3
"people","in","my","life",3
"picked","up","at","the",3
"please","leave","a","comment",3
"please","take","the","time",3
"point","in","my","life",3
"poor","and","sorrowful","i",3
"post","i","mentioned","that",3
"preheat","your","oven","to",3
"president","of","the","united",3
"pretty","much","the","same",3
"question","of","how","to",3
"question","what","kind","of",3
"reason","for","that","is",3
"reduce","the","heat","to",3
"referred","to","as","the",3
"regime","wouldnt","allow","it",3
"relationship","with","jesus","christ",3
"remind","me","of","the",3
"rest","of","the","day",3
"rest","of","the","world",3
"rest","of","the","year",3
"revenue","rose","percent","to",3
"right","now","i","am",3
"said","he","would","not",3
"said","one","of","the",3
"said","that","it","was",3
"said","there","is","a",3
"said","to","have","been",3
"saucepan","of","simmering","water",3
"see","a","lot","of",3
"see","all","of","the",3
"see","how","it","goes",3
"see","if","i","can",3
"see","if","there","is",3
"see","if","you","can",3
"see","that","it","is",3
"see","the","light","of",3
"see","where","this","is",3
"seems","to","have","been",3
"seems","to","me","that",3
"seen","a","lot","of",3
"she","didnt","want","to",3
"she","doesnt","have","to",3
"she","had","to","be",3
"she","was","going","to",3
"she","was","in","her",3
"she","was","in","the",3
"should","be","ready","to",3
"side","of","the","road",3
"side","of","the","room",3
"since","i","had","a",3
"since","this","is","a",3
"sitting","in","front","of",3
"so","bear","with","me",3
"so","excited","to","share",3
"so","far","as","to",3
"so","hard","to","believe",3
"so","here","are","some",3
"so","here","is","the",3
"so","i","am","going",3
"so","i","dont","know",3
"so","if","you","are",3
"so","if","you","want",3
"so","im","not","going",3
"so","in","the","end",3
"so","it","can","be",3
"so","it","was","a",3
"so","many","of","the",3
"so","many","of","them",3
"so","many","of","you",3
"so","many","things","to",3
"so","much","as","a",3
"so","much","for","the",3
"so","much","for","your",3
"so","much","more","to",3
"so","much","that","i",3
"so","that","i","could",3
"so","that","it","would",3
"so","that","they","can",3
"so","that","was","the",3
"so","that","we","might",3
"so","that","when","you",3
"so","there","you","have",3
"so","well","with","the",3
"so","what","are","you",3
"so","why","should","i",3
"some","days","i","am",3
"some","of","the","stories",3
"some","of","you","may",3
"something","out","of","the",3
"something","to","say","and",3
"sometimes","you","have","to",3
"son","and","of","the",3
"speaker","of","the","house",3
"spend","a","lot","of",3
"standing","in","front","of",3
"still","be","able","to",3
"still","learning","how","to",3
"still","plenty","of","time",3
"streets","of","new","york",3
"stronger","person","in","the",3
"such","a","struggle","against",3
"support","each","other","in",3
"supposed","to","be","a",3
"sure","i","would","have",3
"sure","to","check","out",3
"take","a","minute","to",3
"take","a","picture","of",3
"take","care","of","my",3
"take","pictures","of","the",3
"taken","the","time","to",3
"talking","on","the","phone",3
"teaches","you","how","to",3
"tell","you","how","much",3
"tell","you","that","you",3
"tells","us","that","the",3
"tens","of","thousands","of",3
"th","anniversary","of","the",3
"than","the","fact","that",3
"thank","you","for","your",3
"thank","you","to","all",3
"thank","you","to","my",3
"thanks","for","joining","us",3
"thanks","for","stopping","by",3
"thanks","to","them","the",3
"that","all","of","the",3
"that","allowed","me","to",3
"that","as","well","as",3
"that","be","worse","nope",3
"that","can","only","be",3
"that","god","created","man",3
"that","happen","to","you",3
"that","has","just","been",3
"that","has","the","power",3
"that","he","could","not",3
"that","he","has","a",3
"that","he","is","going",3
"that","he","wants","to",3
"that","he","would","be",3
"that","i","am","the",3
"that","i","dont","like",3
"that","i","get","to",3
"that","i","had","to",3
"that","i","have","ever",3
"that","i","have","so",3
"that","i","know","of",3
"that","i","needed","to",3
"that","i","picked","up",3
"that","i","was","not",3
"that","i","wasnt","going",3
"that","i","will","get",3
"that","i","would","have",3
"that","i","would","never",3
"that","i","wouldnt","have",3
"that","is","the","only",3
"that","is","why","i",3
"that","it","can","be",3
"that","it","might","be",3
"that","it","was","just",3
"that","it","will","be",3
"that","it","would","take",3
"that","may","or","may",3
"that","need","to","be",3
"that","no","matter","how",3
"that","part","of","the",3
"that","she","would","have",3
"that","there","are","so",3
"that","there","is","an",3
"that","there","was","no",3
"that","there","would","be",3
"that","they","are","going",3
"that","they","are","wrong",3
"that","they","can","do",3
"that","they","may","have",3
"that","was","the","most",3
"that","we","are","all",3
"that","we","had","to",3
"that","we","live","in",3
"that","we","went","to",3
"that","we","would","be",3
"that","weve","got","to",3
"that","when","you","have",3
"that","will","help","you",3
"that","you","can","see",3
"that","you","have","a",3
"that","you","may","have",3
"thats","a","lot","of",3
"thats","not","the","case",3
"thats","one","of","the",3
"the","age","of","years",3
"the","announcement","of","the",3
"the","answer","to","the",3
"the","art","for","this",3
"the","backdrop","of","the",3
"the","bad","and","the",3
"the","base","of","the",3
"the","beauty","of","the",3
"the","being","in","the",3
"the","best","i","can",3
"the","best","of","friends",3
"the","best","part","is",3
"the","best","place","to",3
"the","best","things","about",3
"the","best","ways","to",3
"the","bishop","of","exeter",3
"the","board","of","directors",3
"the","book","of","the",3
"the","bottom","of","my",3
"the","bottom","of","this",3
"the","bulk","of","the",3
"the","case","of","the",3
"the","cause","of","the",3
"the","city","of","detroit",3
"the","class","district","title",3
"the","closest","thing","to",3
"the","content","of","the",3
"the","context","of","the",3
"the","corner","of","my",3
"the","course","of","a",3
"the","day","before","and",3
"the","day","i","went",3
"the","day","of","the",3
"the","days","of","the",3
"the","development","of","the",3
"the","devil","and","his",3
"the","direction","of","the",3
"the","district","of","columbia",3
"the","doctrine","of","the",3
"the","edges","of","the",3
"the","end","of","her",3
"the","end","of","it",3
"the","entrance","to","the",3
"the","european","court","of",3
"the","eve","of","the",3
"the","eye","of","the",3
"the","eyes","of","the",3
"the","fact","he","was",3
"the","fact","that","people",3
"the","fact","that","this",3
"the","fate","of","the",3
"the","father","and","of",3
"the","first","six","months",3
"the","first","thing","that",3
"the","first","time","around",3
"the","first","time","ive",3
"the","foster","care","system",3
"the","front","door","and",3
"the","full","extent","of",3
"the","goal","is","to",3
"the","goals","of","the",3
"the","good","the","bad",3
"the","hands","of","the",3
"the","health","of","the",3
"the","idea","of","being",3
"the","idea","of","the",3
"the","irony","is","that",3
"the","key","to","the",3
"the","kind","of","guy",3
"the","kind","of","people",3
"the","king","of","the",3
"the","last","of","my",3
"the","last","three","years",3
"the","last","two","weeks",3
"the","law","of","attraction",3
"the","leader","of","the",3
"the","left","side","of",3
"the","life","of","a",3
"the","light","of","the",3
"the","likes","of","the",3
"the","link","to","the",3
"the","list","goes","on",3
"the","little","boy","was",3
"the","little","things","that",3
"the","lord","jesus","christ",3
"the","loss","of","the",3
"the","main","image","with",3
"the","middle","of","nowhere",3
"the","most","of","it",3
"the","mouth","of","the",3
"the","music","of","the",3
"the","names","of","the",3
"the","needs","of","the",3
"the","new","york","city",3
"the","new","york","state",3
"the","next","best","thing",3
"the","next","day","i",3
"the","next","day","she",3
"the","next","time","i",3
"the","northeast","corner","of",3
"the","northern","part","of",3
"the","number","of","people",3
"the","number","of","times",3
"the","obama","regime","wouldnt",3
"the","one","thing","i",3
"the","one","who","does",3
"the","ones","who","are",3
"the","opinion","that","the",3
"the","opposite","side","of",3
"the","oregon","health","plan",3
"the","other","hand","the",3
"the","owl","and","the",3
"the","owner","of","the",3
"the","past","couple","of",3
"the","past","three","years",3
"the","pattern","stamp","tool",3
"the","people","and","the",3
"the","people","on","the",3
"the","people","who","are",3
"the","percentage","of","people",3
"the","perks","of","being",3
"the","plight","of","the",3
"the","point","where","i",3
"the","prince","of","peace",3
"the","problem","is","that",3
"the","quality","of","life",3
"the","question","of","whether",3
"the","reality","of","the",3
"the","reason","for","this",3
"the","rest","of","his",3
"the","rest","of","their",3
"the","result","is","a",3
"the","results","of","the",3
"the","resurrection","of","jesus",3
"the","return","of","the",3
"the","right","thing","for",3
"the","safety","of","my",3
"the","same","as","the",3
"the","same","room","i",3
"the","same","time","it",3
"the","second","time","in",3
"the","shape","of","the",3
"the","shit","out","of",3
"the","smart","thing","to",3
"the","smell","of","the",3
"the","son","and","of",3
"the","son","of","a",3
"the","sort","of","thing",3
"the","source","of","the",3
"the","state","of","being",3
"the","streets","of","new",3
"the","success","of","the",3
"the","sun","and","the",3
"the","sun","is","shining",3
"the","sweetness","of","the",3
"the","things","that","are",3
"the","times","i","have",3
"the","top","of","a",3
"the","tops","of","the",3
"the","truth","of","the",3
"the","united","states","government",3
"the","united","states","if",3
"the","united","states","the",3
"the","university","of","texas",3
"the","ups","and","downs",3
"the","use","of","a",3
"the","voice","of","the",3
"the","wake","of","the",3
"the","wall","street","journal",3
"the","way","he","was",3
"the","way","i","like",3
"the","way","i","see",3
"the","way","i","was",3
"the","way","if","you",3
"the","way","in","which",3
"the","way","it","was",3
"the","way","things","are",3
"the","whole","of","the",3
"the","winner","will","be",3
"the","wizard","of","oz",3
"the","work","of","the",3
"the","world","but","i",3
"the","worst","that","can",3
"the","yolo","curve","treatment",3
"their","own","right","but",3
"them","all","the","time",3
"then","i","thought","of",3
"then","i","went","to",3
"then","proceeded","to","tell",3
"there","are","a","couple",3
"there","are","a","number",3
"there","are","many","more",3
"there","are","many","people",3
"there","are","still","a",3
"there","are","times","when",3
"there","are","too","many",3
"there","comes","a","point",3
"there","have","been","a",3
